Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-3.5-turbo-0301)","Sample (n=300, model=gpt-4-0314)"
Gavin has 23 shirts. 6 are blue the rest are green. How many green shirts does Gavin have?,17.0,gpt-4-0314,sbs,"Q: Gavin has 23 shirts. 6 are blue the rest are green. How many green shirts does Gavin have?

A: Let's think step by step. Gavin has 23 shirts in total, and 6 of them are blue. To find out how many green shirts he has, we need to subtract the number of blue shirts from the total number of shirts. 

23 (total shirts) - 6 (blue shirts) = 17 green shirts

So, Gavin has 17 green shirts. Therefore, the answer (arabic numerals) is",17.,,False
Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?,53.0,gpt-4-0314,sbs,"Q: Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?

A: Let's think step by step. Alissa has 22 more presents than Ethan, who has 31 presents. So, to find out how many presents Alissa has, we simply add 22 to 31: 31 + 22 = 53. Therefore, Alissa has 53 presents. Therefore, the answer (arabic numerals) is",53.,,False
"Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon. How many pieces of candy does she have left?",23.0,gpt-4-0314,sbs,"Q: Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon. How many pieces of candy does she have left?

A: Let's think step by step. First, Cindy ate 6 pieces in the morning, so she had 41 - 6 = <<41-6=35>>35 pieces left. Therefore, the answer (arabic numerals) is",35.,,False
Robert wants to practice goal kicks for soccer. He decides to have 98 kicks before going home from the park. He takes 43 kicks before taking a break to get a drink of water. He then takes another 36 kicks. How many more kicks does he need to make before he goes home?,19.0,gpt-4-0314,sbs,"Q: Robert wants to practice goal kicks for soccer. He decides to have 98 kicks before going home from the park. He takes 43 kicks before taking a break to get a drink of water. He then takes another 36 kicks. How many more kicks does he need to make before he goes home?

A: Let's think step by step. First, we need to find out how many kicks Robert has taken so far. To do this, we add the number of kicks he took before his break and the number of kicks he took after his break: 43 kicks + 36 kicks = <<43+36=79>>79 kicks.

Now, we need to find out how many more kicks Robert needs to take to reach his goal of 98 kicks. To do this, we subtract the number of kicks he has taken so far from his goal: 98 kicks - 79 kicks = <<98-79=19>>19 kicks.

Robert needs to take 19 more kicks before he goes home. Therefore, the answer (arabic numerals) is",19.,,False
Cindy has 105 stickers. She uses 23 stickers. She buys 45 more stickers. How many stickers does Cindy have now?,127.0,gpt-4-0314,sbs,"Q: Cindy has 105 stickers. She uses 23 stickers. She buys 45 more stickers. How many stickers does Cindy have now?

A: Let's think step by step. First, Cindy uses 23 stickers, so she has 105 - 23 = <<105-23=82>>82 stickers left. Therefore, the answer (arabic numerals) is",82 + 45 = <<82+45=127>>127 stickers.,,False
Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,43.0,gpt-4-0314,sbs,"Q: Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?

A: Let's think step by step. First, Brian gives away 18 pencils, so he has 39 - 18 = <<39-18=21>>21 pencils left.

Then, he buys 22 more pencils, so he has 21 + 22 = <<21+22=43>>43 pencils now. Answer: \boxed{43}. Therefore, the answer (arabic numerals) is",43.,,False
Karen has 252 markers. Her mother gives her 34 more markers. Karen loses 11 markers. How many markers does she have now?,275.0,gpt-4-0314,sbs,"Q: Karen has 252 markers. Her mother gives her 34 more markers. Karen loses 11 markers. How many markers does she have now?

A: Let's think step by step. First, Karen receives 34 markers from her mother. So, she has 252 + 34 = <<252+34=286>>286 markers. Therefore, the answer (arabic numerals) is",286,,False
On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week. How many stickers did Pat have at the end of the week?,61.0,gpt-4-0314,sbs,"Q: On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week. How many stickers did Pat have at the end of the week?

A: Let's think step by step. First, Pat had 39 stickers. Then, Pat earned 22 more stickers. To find out how many stickers Pat had at the end of the week, we need to add the number of stickers Pat had initially to the number of stickers Pat earned during the week. Therefore, the answer (arabic numerals) is",61.,,False
Kelly had 56 apples. How many more apples does Kelly need to pick to have 105 apples altogether?,49.0,gpt-4-0314,sbs,"Q: Kelly had 56 apples. How many more apples does Kelly need to pick to have 105 apples altogether?

A: Let's think step by step. Kelly needs to pick 49 more apples to have 105 apples altogether. Therefore, the answer (arabic numerals) is",49.,,False
Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start with?,38.0,gpt-4-0314,sbs,"Q: Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start with?

A: Let's think step by step. Todd has 54 pieces of gum now, and Steve gave him 16 pieces. So, to find out how many pieces Todd had to start with, we need to subtract the 16 pieces Steve gave him from the total 54 pieces he has now. 

54 - 16 = 38

So, Todd had 38 pieces of gum to start with. Therefore, the answer (arabic numerals) is",38.,,False
Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?,111.0,gpt-4-0314,sbs,"Q: Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?

A: Let's think step by step. First, Josh had 142 pencils. Then, he gave 31 pencils to Dorothy. To find out how many pencils he has left, we need to subtract the number of pencils he gave away from the number he started with. So, 142 - 31 = 111 pencils. Josh has 111 pencils left. Therefore, the answer (arabic numerals) is",111.,,False
Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give to Jeff?,28.0,gpt-4-0314,sbs,"Q: Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give to Jeff?

A: Let's think step by step. Nell had 304 cards and now has 276 cards left. To find out how many cards she gave to Jeff, we need to subtract the number of cards she has now from the number of cards she had before.

So, 304 cards - 276 cards = 28 cards.

Nell gave 28 cards to Jeff. Therefore, the answer (arabic numerals) is",28.,,False
"Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with?",51.0,gpt-4-0314,sbs,"Q: Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with?

A: Let's think step by step. Sarah had some trucks, let's call that number T. She gave 13 trucks to Jeff, so now she has T - 13 trucks. We know that she has 38 trucks left, so T - 13 = 38. To find out how many trucks Sarah had to start with, we need to solve for T. 

T - 13 = 38
T = 38 + 13
T = 51

So, Sarah had 51 trucks to start with. Therefore, the answer (arabic numerals) is",51.,,True
There are 40 boys and some girls on the playground. There are 117 children altogether. How many girls are on the playground?,77.0,gpt-4-0314,sbs,"Q: There are 40 boys and some girls on the playground. There are 117 children altogether. How many girls are on the playground?

A: Let's think step by step. First, we know that there are 117 children in total. We also know that there are 40 boys. So, to find out how many girls there are, we can subtract the number of boys from the total number of children:

117 children - 40 boys = 77 girls

So, there are 77 girls on the playground. Therefore, the answer (arabic numerals) is",77.,,False
Each CD rack holds 8 CDs. A shelf can hold four racks. How many total CDs can fit on the shelf?,32.0,gpt-4-0314,sbs,"Q: Each CD rack holds 8 CDs. A shelf can hold four racks. How many total CDs can fit on the shelf?

A: Let's think step by step. Each CD rack holds 8 CDs. A shelf can hold four racks. So, to find out how many CDs can fit on the shelf, we need to multiply the number of CDs per rack (8) by the number of racks per shelf (4).

8 CDs/rack * 4 racks/shelf = 32 CDs/shelf

So, 32 CDs can fit on the shelf. Therefore, the answer (arabic numerals) is",32.,,False
Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with?,53.0,gpt-4-0314,sbs,"Q: Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with?

A: Let's think step by step. Carla has 187 marbles now, and she bought 134 marbles. To find out how many marbles she had before buying the 134 marbles, we need to subtract the marbles she bought from the total marbles she has now.

So, 187 marbles - 134 marbles = 53 marbles.

Carla started with 53 marbles. Therefore, the answer (arabic numerals) is",53.,,False
Paco had 35 cookies. He ate 6 of them. How many cookies did Paco have left?,29.0,gpt-4-0314,sbs,"Q: Paco had 35 cookies. He ate 6 of them. How many cookies did Paco have left?

A: Let's think step by step. Paco had 35 cookies and ate 6 of them. To find out how many cookies he has left, we need to subtract the number of cookies he ate from the total number of cookies he had.

35 - 6 = 29

Paco has 29 cookies left. Therefore, the answer (arabic numerals) is",29.,,False
Connie has 41 red markers and 64 blue markers. How many markers does she have altogether?,105.0,gpt-4-0314,sbs,"Q: Connie has 41 red markers and 64 blue markers. How many markers does she have altogether?

A: Let's think step by step. First, we need to find the total number of markers Connie has. To do this, we simply add the number of red markers and the number of blue markers together. 

41 red markers + 64 blue markers = 105 markers

So, Connie has 105 markers altogether. Therefore, the answer (arabic numerals) is",105.,,False
"Joe had fifty toy cars. If he gets twelve more cars, how many cars will he have then?",62.0,gpt-4-0314,sbs,"Q: Joe had fifty toy cars. If he gets twelve more cars, how many cars will he have then?

A: Let's think step by step. Joe had fifty toy cars initially. He then gets twelve more cars. To find out how many cars he has now, we need to add the initial number of cars (50) to the additional number of cars (12). 

50 + 12 = 62

So, Joe will have 62 cars after getting twelve more cars. Therefore, the answer (arabic numerals) is",62.,,False
Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces. How many pieces of gum does Maria have now?,61.0,gpt-4-0314,sbs,"Q: Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces. How many pieces of gum does Maria have now?

A: Let's think step by step. Maria had 25 pieces of gum initially. Tommy gave her 16 more, so now she has 25 + 16 = <<25+16=41>>41 pieces of gum. Luis gave her 20 more, so now she has 41 + 20 = <<41+20=61>>61 pieces of gum. Maria has 61 pieces of gum now. Therefore, the answer (arabic numerals) is",61.,,False
